abstract_text,target_text,generated_text
"Anthropogenic noise is a pervasive pollutant that decreases environmental quality by disrupting a suite of behaviors vital to perception and communication. However, even within populations of noise-sensitive species, individuals still select breeding sites located within areas exposed to high noise levels, with largely unknown physiological and fitness consequences. We use a study system in the natural gas fields of northern New Mexico to test the prediction that exposure to noise causes glucocorticoid-signaling dysfunction and decreases fitness in a community of secondary cavity-nesting birds. In accordance with these predictions, and across all species, we find strong support for noise exposure decreasing baseline corticosterone in adults and nestlings and, conversely, increasing acute stressor-induced corticosterone in nestlings. We also document fitness consequences with increased noise in the form of reduced hatching success in the western bluebird (Sialia mexicana) , the species most likely to nest in noisiest environments. Nestlings of all three species exhibited accelerated growth of both feathers and body size at intermediate noise amplitudes compared with lower or higher amplitudes. Our results are consistent with recent experimental laboratory studies and show that noise functions as a chronic, inescapable stressor. Anthropogenic noise likely impairs environmental risk perception by species relying on acoustic cues and ultimately leads to impacts on fitness. Our work, when taken together with recent efforts to document noise across the landscape, implies potential widespread, noise-induced chronic stress coupled with reduced fitness for many species reliant on acoustic cues.","Significance Studies examining relationships among habitat disturbance, physiology, and fitness in wild animals often produce contradictory or inconclusive results, casting doubt on current conservation physiology predictive frameworks linking stress and fitness. We apply a new framework drawn from experimental systems utilizing chronic inescapable stressors to explore how noise, an environmental stimulus common to wildlife habitats worldwide, disrupts stress hormone signaling and impacts fitness. We utilize a natural experiment to show that chronic, anthropogenic noise reduced baseline corticosterone levels, increased acute corticosterone response, and, at highest amplitudes, negatively impacted multiple measures of fitness across three species of birds. Our work brings conservation physiology theory involving wild animals into needed alignment with recent theories based on chronic stress in laboratory studies.","anthropogenic noise is a pervasive pollutant that decreases environmental quality by disrupting a suite of behaviors vital to perception and communication . however, even within populations of noise-sensitive species, individuals still select breeding sites located within areas exposed to high noise levels , with largely unknown physiological and fitness consequences . in accordance with these predictions, and across all species, we find strong support for noise exposure decreasing baseline corticosterone in adults and nestlings and, conversely, increasing acute stressor-induced corticostone in a community of secondary cavity-nesting birds . we also document fitness consequences with increased noise in the form of reduced hatching success in the"
"Direct conversion of carbon dioxide to multicarbon products remains as a grand challenge in electrochemical CO2 reduction. Various forms of oxidized copper have been demonstrated as electrocatalysts that still require large overpotentials. Here, we show that an ensemble of Cu nanoparticles (NPs) enables selective formation of C2-C3 products at low overpotentials. Densely packed Cu NP ensembles underwent structural transformation during electrolysis into electrocatalytically active cube-like particles intermixed with smaller nanoparticles. Ethylene, ethanol, and n-propanol are the major C2-C3 products with onset potential at -0. 53 V (vs. reversible hydrogen electrode, RHE) and C2-C3 faradaic efficiency (FE) reaching 50% at only -0. 75 V. Thus, the catalyst exhibits selective generation of C2-C3 hydrocarbons and oxygenates at considerably lowered overpotentials in neutral pH aqueous media. In addition, this approach suggests new opportunities in realizing multicarbon product formation from CO2, where the majority of efforts has been to use oxidized copper-based materials. Robust catalytic performance is demonstrated by 10 h of stable operation with C2-C3 current density 10 mA/cm^2 (at -0. 75 V) , rendering it attractive for solar-to-fuel applications. Tafel analysis suggests reductive CO coupling as a rate determining step for C2 products, while n-propanol (C3) production seems to have a discrete pathway.","Significance Electrochemical conversion of CO2 to carbon-based products, which can be used directly as fuels or indirectly as fuel precursors, is suggested as one of the promising solutions for sustainability. Not only does this process allow using renewables such as solar electricity as energy input, but CO2 emitted from the consumption process can be recycled back into fuels. The success of this technology depends on the value added to the product that forms from CO2, and therefore it is important to facilitate multicarbon product generation. This work presents a copper-based catalyst, formed in situ from an ensemble of nanoparticles, that is able to selectively generate C2-C3 products at low overpotentials with good stability, where their efficient formation has been difficult to achieve.","we show that an ensemble of Cu nanoparticles ( NPs) enables selective formation of C2-C3 products at low overpotentials . the catalyst exhibits selective generation of n-propanol (C3) hydrocarbons and oxygenates at considerably lowered onset potential at -0. 75 V , rendering it attractive for solar-to-fuel applications . this approach suggests new opportunities in realizing multicarbon product formation from CO2 where the majority of efforts has been to use oxidized copper-based materials ."
"Paramutations represent heritable epigenetic alterations that cause departures from Mendelian inheritance. While the mechanism responsible is largely unknown, recent results in both mouse and maize suggest paramutations are correlated with RNA molecules capable of affecting changes in gene expression patterns. In maize, multiple required to maintain repression (rmr) loci stabilize these paramutant states. Here we show rmr1 encodes a novel Snf2 protein that affects both small RNA accumulation and cytosine methylation of a proximal transposon fragment at the Pl1-Rhoades allele. However, these cytosine methylation differences do not define the various epigenetic states associated with paramutations. Pedigree analyses also show RMR1 does not mediate the allelic interactions that typically establish paramutations. Strikingly, our mutant analyses show that Pl1-Rhoades RNA transcript levels are altered independently of transcription rates, implicating a post-transcriptional level of RMR1 action. These results suggest the RNA component of maize paramutation maintains small heterochromatic-like domains that can affect, via the activity of a Snf2 protein, the stability of nascent transcripts from adjacent genes by way of a cotranscriptional repression process. These findings highlight a mechanism by which alleles of endogenous loci can acquire novel expression patterns that are meiotically transmissible.","Genetics is founded on the principle that heritable changes in genes are caused by mutations and that the regulatory state of gene pairs ( alleles) is passed on to progeny unchanged. An exception to this rule, paramutations--which reflect the outcome of interactions between alleles--produce changes in gene control that are stably inherited without altering the DNA sequence. It is currently thought that these allelic interactions cause structural alterations to the chromatin surrounding the gene. Recent work in both maize and mice suggests that RNA molecules may be responsible for paramutations. Several genes are required to maintain the repressed paramutant state of a maize purple plant1 ( pl1) allele, and here we report that one of these genes encodes a protein ( RMR1) with similarity to a protein previously implicated in facilitating genomic DNA modifications via small RNA molecules. Genetic and molecular experiments support a similar role for RMR1 acting at a repeated sequence found adjacent to this pl1 gene. Although loss of these DNA modifications leads to heritable changes in gene regulation, the data indicate these changes do not represent the heritable feature responsible for paramutation. These findings highlight an unusual but dynamic role for repeated genomic features and small RNA molecules in affecting heritable genetic changes independent of the DNA template.","multiple required to maintain repression (rmr)1 encodes a novel Snf2 protein that affects both small RNA accumulation and cytosine methylation of a proximal transposon fragment at the Pl1-Rhoades allele . however, these differences do not define the various epigenetic states associated with these paramutant states . here we show that the RNA component of maize paramutation maintains small heterochromatic-like domains that can affect the stability of nascent transcripts from adjacent genes through a cotranscriptional repressive process . these findings highlight a mechanism by which allele"
"Nifurtimox eflornithine combination therapy (NECT) to treat human African trypanosomiasis (HAT) , commonly called sleeping sickness, was added to the World Health Organisation's (WHO) Essential Medicines List in 2009 and to the Paediatric List in 2012. NECT was further tested and documented in a phase IIIb clinical trial in the Democratic Republic of Congo (DRC) assessing the safety, effectiveness, and feasibility of implementation under field conditions (NECT-FIELD study) . This trial brought a unique possibility to examine concomitant drug management. This is a secondary analysis of the NECT-FIELD study where 629 second stage gambiense HAT patients were treated with NECT, including children and pregnant and breastfeeding women in six general reference hospitals located in two provinces. Concomitant drugs were prescribed by the local investigators as needed. Patients underwent daily evaluations, including vital signs, physical examination, and adverse event monitoring. Concomitant medication was documented from admission to discharge. Patients' clinical profiles on admission and safety profile during specific HAT treatment were similar to previously published reports. Prescribed concomitant medications administered during the hospitalization period, before, during, and immediately after NECT treatment, were mainly analgesics/antipyretics, anthelmintics, antimalarials, antiemetics, and sedatives. Use of antibiotics was reasonable and antibiotics were often prescribed to treat cellulitis and respiratory tract infections. Prevention and treatment of neurological conditions such as convulsions, loss of consciousness, and coma was used in approximately 5% of patients. The prescription of concomitant treatments was coherent with the clinical and safety profile of the patients. However, some prescription habits would need to be adapted in the future to the evolving available pharmacopoeia. A list of minimal essential medication that should be available at no cost to patients in treatment wards is proposed to help the different actors to plan, manage, and adequately fund drug supplies for advanced HAT infected patients. The initial study was registered at ClinicalTrials. gov, number NCT00906880.","Sleeping sickness is a neglected tropical disease caused by a parasite, the trypanosome, transmitted by the tse-tse fly. It affects people in Sub-Saharan Africa, most of them living in poor rural settings with limited access to healthcare. If the disease remains untreated, it usually progresses from a haemo-lymphatic invasion into a second stage or neuro-encephalitic infection evolving into coma and death. When these second stage patients are referred to treatment centres, the disease is often advanced. Therefore, on top of sleeping sickness treatment, additional care and medications are regularly required. We report here the concomitant medications that were prescribed to second stage sleeping sickness patients, including vulnerable populations such as children, and pregnant and breastfeeding women, in the context of a phase IIIb trial assessing the safety, effectiveness, and feasibility of implementation of the Nifurtimox Eflornithine Combination Therapy ( NECT) in field conditions. Our objective is to provide evidence to national health systems or private actors to plan and fund their essential medicine supplies adapted to second stage sleeping sickness patients.","background and objectives : the purpose of this study was to evaluate the safety, effectiveness, and feasibility of implementation under field conditions ( NECT-FIELD study).materials and methods : 629 second stage gambiense HAT patients were treated with Nifurtimox eflornithine combination therapy (NECT) , including children and pregnant and breastfeeding women in six general reference hospitals located in two provinces . patients underwent daily evaluations including vital signs, physical examination, and adverse event monitoring.resultssixty-two patients were included in the study . the patients were mainly analgesics/antipyretics, ant"
"A typical Go/No-Go decision is suggested to be implemented in the brain via the activation of the direct or indirect pathway in the basal ganglia. Medium spiny neurons (MSNs) in the striatum, receiving input from cortex and projecting to the direct and indirect pathways express D1 and D2 type dopamine receptors, respectively. Recently, it has become clear that the two types of MSNs markedly differ in their mutual and recurrent connectivities as well as feedforward inhibition from FSIs. Therefore, to understand striatal function in action selection, it is of key importance to identify the role of the distinct connectivities within and between the two types of MSNs on the balance of their activity. Here, we used both a reduced firing rate model and numerical simulations of a spiking network model of the striatum to analyze the dynamic balance of spiking activities in D1 and D2 MSNs. We show that the asymmetric connectivity of the two types of MSNs renders the striatum into a threshold device, indicating the state of cortical input rates and correlations by the relative activity rates of D1 and D2 MSNs. Next, we describe how this striatal threshold can be effectively modulated by the activity of fast spiking interneurons, by the dopamine level, and by the activity of the GPe via pallidostriatal backprojections. We show that multiple mechanisms exist in the basal ganglia for biasing striatal output in favour of either the `Go' or the `No-Go' pathway. This new understanding of striatal network dynamics provides novel insights into the putative role of the striatum in various behavioral deficits in patients with Parkinson's disease, including increased reaction times, L-Dopa-induced dyskinesia, and deep brain stimulation-induced impulsivity.","The basal ganglia ( BG) play a crucial role in a variety of cognitive and motor functions. BG dysfunction leads to brain disorders such as Parkinson's disease. At the main input stage of the BG, the striatum, two competing pathways originate. Neurons projecting on these pathways either express D1 or D2 type dopamine receptors. Because activity of D1 or D2 neurons facilitate go or no-go type decision, it is important to study the balance of the D1 and D2 neuron activity. Contrary to the common assumption thus far, recent data shows an asymmetry in striatal circuit with D1 receiving higher inhibition from D2 and fast-spiking neurons. Here, we studied the functional implications of the asymmetric connectivity between D1 and D2 neurons. Our analysis and simulations show that the asymmetric connectivity between these neurons gives rise to a decision transition threshold ( DTT) , as a consequence D1 ( D2) neurons have higher firing rate at lower ( higher) average cortical firing rates. Importantly, DTT can be modulated by input correlations, local connectivity, feedforward inhibition and dopamine. Our results suggest that abnormal changes in the DTT could be a plausible mechanism underlying the cognitive and motor deficits associated with brain diseases involving BG malfunction.","striatal network dynamics provide novel insights into the putative role of the striatum in various behavioral deficits in patients with Parkinson's disease , including increased reaction times , L-Dopa-induced dyskinesia , and deep brain stimulation-induced impulsivity . here, we used both a reduced firing rate model and numerical simulations of a spiking network model of the basal ganglia to analyze the dynamic balance of spirking activities in D1 and D2 MSNs . we show that the asymmetric connectivity of the two types of MSN is a threshold device , indicating the state of cortical input rates"
"Gene expression data has been used in lieu of phenotype in both classical and quantitative genetic settings. These two disciplines have separate approaches to measuring and interpreting epistasis, which is the interaction between alleles at different loci. We propose a framework for estimating and interpreting epistasis from a classical experiment that combines the strengths of each approach. A regression analysis step accommodates the quantitative nature of expression measurements by estimating the effect of gene deletions plus any interaction. Effects are selected by significance such that a reduced model describes each expression trait. We show how the resulting models correspond to specific hierarchical relationships between two regulator genes and a target gene. These relationships are the basic units of genetic pathways and genomic system diagrams. Our approach can be extended to analyze data from a variety of experiments, multiple loci, and multiple environments.","Epistasis has long had two slightly different meanings depending on the context in which it is discussed. The classical definition describes an allele at one locus completely masking the effect of an allele at a second locus. Such relationships can be interpreted as hierarchical, and they can be combined to infer genetic pathways. In quantitative genetics, epistasis encompasses a wide range of interactions and can be extended to more than two loci. These two definitions coexist because they are typically applied to different types of study populations and different types of traits. The current trend is to treat gene expression as a trait in a variety of genetic backgrounds. This provides reason to revisit epistasis in this new context. We accommodate the continuous nature of gene expression using ideas from quantitative genetics, but retain the hierarchical interpretation of the classical experiment. These hierarchical relationships are the building blocks of systems diagrams and genetic pathways. This framework can serve as a foundation for future epistasis analyses based on genomic data.",we propose a framework for measuring and interpreting epistasis from a classical experiment that combines the strengths of each approach . a regression analysis step accommodates the quantitative nature of expression measurements by estimating the effect of gene deletions plus any interaction . effects are selected by significance such that a reduced model describes each expression trait . we show how the resulting models correspond to specific hierarchical relationships between two regulator genes and a target gene .
"Mobile group II introns consist of a catalytic intron RNA and an intron-encoded protein with reverse transcriptase activity, which act together in a ribonucleoprotein particle to promote DNA integration during intron mobility. Previously, we found that the Lactococcus lactis Ll. LtrB intron-encoded protein (LtrA) expressed alone or with the intron RNA to form ribonucleoprotein particles localizes to bacterial cellular poles, potentially accounting for the intron's preferential insertion in the oriC and ter regions of the Escherichia coli chromosome. Here, by using cell microarrays and automated fluorescence microscopy to screen a transposon-insertion library, we identified five E. coli genes (gppA, uhpT, wcaK, ynbC, and zntR) whose disruption results in both an increased proportion of cells with more diffuse LtrA localization and a more uniform genomic distribution of Ll. LtrB-insertion sites. Surprisingly, we find that a common factor affecting LtrA localization in these and other disruptants is the accumulation of intracellular polyphosphate, which appears to bind LtrA and other basic proteins and delocalize them away from the poles. Our findings show that the intracellular localization of a group II intron-encoded protein is a major determinant of insertion-site preference. More generally, our results suggest that polyphosphate accumulation may provide a means of localizing proteins to different sites of action during cellular stress or entry into stationary phase, with potentially wide physiological consequences.","Group II introns are bacterial mobile elements thought to be ancestors of introns--genetic material that is discarded from messenger RNA transcripts--and retroelements--genetic elements and viruses that replicate via reverse transcription--in higher organisms. They propagate by forming a complex consisting of the catalytically active intron RNA and an intron-encoded reverse transcriptase ( which converts the RNA to DNA, which can then be reinserted in the host genome) . The Ll. LtrB group II intron-encoded protein ( LtrA) was found previously to localize to bacterial cellular poles, potentially accounting for the preferential insertion of Ll. LtrB in the replication origin ( oriC) and terminus ( ter) regions of the Escherichia coli chromosome, which are located near the poles during much of the cell cycle. Here, we identify E. coli genes whose disruption leads both to more diffuse LtrA localization and a more uniform chromosomal distribution of Ll. LtrB-insertion sites, proving that the location of the LtrA protein contributes to insertion-site preference. Surprisingly, we find that LtrA localization in the disruptants is affected by the accumulation of intracellular polyphosphate, which appears to bind basic proteins and delocalize them away from the cellular poles. Thus, polyphosphate, a ubiquitous but enigmatic molecule in prokaryotes and eukaryotes, can localize proteins to different sites of action, with potentially wide physiological consequences.","we found that the Lactococcus lactis Ll. LtrB intron-encoded protein (LtrA) expressed alone or with the intron RNA to form ribonucleoprotein particles localizes to bacterial cellular poles , potentially accounting for intron's preferential insertion in the oriC and ter regions of the Escherichia coli chromosome . here, by using cell microarrays and automated fluorescence microscopy to screen a transposon-insertion library, we identified five genes whose disruption results in both an increased proportion of cells with more diffuse insertion and a more"
"Over the course of the aging process, fibroblasts lose contractility, leading to reduced connective-tissue stiffness. A promising therapeutic avenue for functional rejuvenation of connective tissue is reprogrammed fibroblast replacement, although major hurdles still remain. Toward this, we recently demonstrated that the laterally confined growth of fibroblasts on micropatterned substrates induces stem-cell-like spheroids. In this study, we embedded these partially reprogrammed spheroids in collagen-I matrices of varying densities, mimicking different three-dimensional (3D) tissue constraints. In response to such matrix constraints, these spheroids regained their fibroblastic properties and sprouted to form 3D connective-tissue networks. Interestingly, we found that these differentiated fibroblasts exhibit reduced DNA damage, enhanced cytoskeletal gene expression, and actomyosin contractility. In addition, the rejuvenated fibroblasts show increased matrix protein (fibronectin and laminin) deposition and collagen remodeling compared to the parental fibroblast tissue network. Furthermore, we show that the partially reprogrammed cells have comparatively open chromatin compaction states and may be more poised to redifferentiate into contractile fibroblasts in 3D-collagen matrix. Collectively, our results highlight efficient fibroblast rejuvenation through laterally confined reprogramming, which has important implications in regenerative medicine.","Significance The mechanical reprogramming of fibroblasts, followed by their redifferentiation into rejuvenated fibroblasts in an optimized 3D collagen matrix, made these cells more contractile and more efficient at synthesizing matrix components including laminin, fibronectin, and collagen-IV. Moreover, the rejuvenated fibroblasts obtained through this approach exhibited a decrease in DNA damage. The rejuvenated fibroblasts derived from this method precisely align into tissue architectures, suggesting its potential application as clinical implants in tissue engineering and regenerative medicine.","we recently demonstrated that the laterally confined growth of fibroblasts on micropatterned substrates induces stem-cell-like spheroids . in this study , we embedded these partially reprogrammed cells in collagen-I matrices of varying densities , mimicking different three-dimensional (3D) tissue constraints . we found that these differentiated follicles exhibit reduced DNA damage, enhanced cytoskeletal gene expression, and actomyosin contractility and may be more poised to redifferentiate into contractile fibers in 3D-collagen matrix . furthermore , the rejuvenated tissues exhibit reduced fibro"
"Valentine and Moores [Valentine JW, Moores EM (1970) Nature 228: 657-659] hypothesized that plate tectonics regulates global biodiversity by changing the geographic arrangement of continental crust, but the data required to fully test the hypothesis were not available. Here, we use a global database of marine animal fossil occurrences and a paleogeographic reconstruction model to test the hypothesis that temporal patterns of continental fragmentation have impacted global Phanerozoic biodiversity. We find a positive correlation between global marine invertebrate genus richness and an independently derived quantitative index describing the fragmentation of continental crust during supercontinental coalescence-breakup cycles. The observed positive correlation between global biodiversity and continental fragmentation is not readily attributable to commonly cited vagaries of the fossil record, including changing quantities of marine rock or time-variable sampling effort. Because many different environmental and biotic factors may covary with changes in the geographic arrangement of continental crust, it is difficult to identify a specific causal mechanism. However, cross-correlation indicates that the state of continental fragmentation at a given time is positively correlated with the state of global biodiversity for tens of millions of years afterward. There is also evidence to suggest that continental fragmentation promotes increasing marine richness, but that coalescence alone has only a small negative or stabilizing effect. Together, these results suggest that continental fragmentation, particularly during the Mesozoic breakup of the supercontinent Pangaea, has exerted a first-order control on the long-term trajectory of Phanerozoic marine animal diversity.",Significance Understanding the processes that govern biodiversity is a central goal of biology. It has been hypothesized that global biodiversity is influenced by tectonically driven shifts in the arrangement of continental crust. We use globally distributed fossil data and quantitative analyses of shifting continental configurations in paleogeographic reconstructions to test this hypothesis. A significant component of the trajectory of marine animal diversity over the past 443 million years is attributable to the assembly and disassembly of the supercontinent Pangaea.,"we find a positive correlation between global marine invertebrate genus richness and an independently derived quantitative index describing the fragmentation of continental crust during supercontinental coalescence-breakup cycles . here, we use a global database of marine animal fossil occurrences and a paleogeographic reconstruction model to test the hypothesis that temporal patterns of continental fragmentation have impacted global Phanerozoic biodiversity ."
"The Frank-Starling law of the heart is a physiological phenomenon that describes an intrinsic property of heart muscle in which increased cardiac filling leads to enhanced cardiac contractility. Identified more than a century ago, the Frank-Starling relationship is currently known to involve length-dependent enhancement of cardiac myofilament Ca^2+ sensitivity. However, the upstream molecular events that link cellular stretch to the length-dependent myofilament Ca^2+ sensitivity are poorly understood. Because the angiotensin II type 1 receptor (AT1R) and the multifunctional transducer protein b-arrestin have been shown to mediate mechanosensitive cellular signaling, we tested the hypothesis that these two proteins are involved in the Frank-Starling mechanism of the heart. Using invasive hemodynamics, we found that mice lacking b-arrestin 1, b-arrestin 2, or AT1R were unable to generate a Frank-Starling force in response to changes in cardiac volume. Although wild-type mice pretreated with the conventional AT1R blocker losartan were unable to enhance cardiac contractility with volume loading, treatment with a b-arrestin-biased AT1R ligand to selectively activate b-arrestin signaling preserved the Frank-Starling relationship. Importantly, in skinned muscle fiber preparations, we found markedly impaired length-dependent myofilament Ca^2+ sensitivity in b-arrestin 1, b-arrestin 2, and AT1R knockout mice. Our data reveal b-arrestin 1, b-arrestin 2, and AT1R as key regulatory molecules in the Frank-Starling mechanism, which potentially can be targeted therapeutically with b-arrestin-biased AT1R ligands.","Significance The Frank-Starling law of the heart describes the heart's ability to enhance contractility in response to increased cardiac filling. This property is fundamental to how humans maintain cardiovascular function in response to changes in circulating blood volume, and is regulated by enhanced calcium sensitivity of myofilaments with biomechanical stretch. The mechanism of how biomechanical stretch leads to changes in the myofilament calcium sensitivity remains poorly understood. Using genetic and pharmacologic approaches, we show that b-arrestin and the angiotensin II type I receptor act as crucial molecular regulators of the Frank-Starling law of the heart. This work identifies b-arrestins as important regulators of this fundamental principle of cardiac contractility.","the Frank-Starling law of the heart is a physiological phenomenon that describes an intrinsic property of heart muscle in which increased cardiac filling leads to enhanced cardiac contractility . however, the upstream molecular events that link cellular stretch to the length-dependent myofilament Ca2+ sensitivity are poorly understood . because the angiotensin II type 1 receptor (AT1R) and the multifunctional transducer protein b-arrestin have been shown to mediate mechanosensitive cellular signaling , we tested the hypothesis that these two proteins are involved in the Frank --starling mechanism . invasive hemodynamics revealed that mice lacking "
"While the hypothalamo-pituitary-adrenal axis (HPA) activates a general stress response by increasing glucocorticoid (Gc) synthesis, biological stress resulting from infections triggers the inflammatory response through production of cytokines. The pituitary gland integrates some of these signals by responding to the pro-inflammatory cytokines IL6 and LIF and to a negative Gc feedback loop. The present work used whole-genome approaches to define the LIF/STAT3 regulatory network and to delineate cross-talk between this pathway and Gc action. Genome-wide ChIP-chip identified 3, 449 STAT3 binding sites, whereas 2, 396 genes regulated by LIF and/or Gc were found by expression profiling. Surprisingly, LIF on its own changed expression of only 85 genes but the joint action of LIF and Gc potentiated the expression of more than a thousand genes. Accordingly, activation of both LIF and Gc pathways also potentiated STAT3 and GR recruitment to many STAT3 targets. Our analyses revealed an unexpected gene cluster that requires both stimuli for delayed activation; 83% of the genes in this cluster are involved in different cell defense mechanisms. Thus, stressors that trigger both general stress and inflammatory responses lead to activation of a stereotypic innate cellular defense response.","Global biological responses involve pleiotropic, general components exhibited by many cells/tissues together with cell-specific responses. Typically, such responses are dependent on multiple signaling pathways that integrate different inputs to trigger concerted tissue/cell responses. In studying LIF action in the context of immune-endocrine regulatory interactions, we found that LIF regulates expression of a surprisingly small number of genes. In contrast, the mapping of LIF-activated STAT3 transcription factor recruitment by genome-wide ChIP-chip led to the identification of a much larger set of putative regulatory sites. In view of the cross-talk between cytokine and glucocorticoid ( Gc) signaling in response to stress and inflammation, we investigated the contribution of Gc to LIF action. Interestingly, the discrepancy between the number of LIF-regulated genes and LIF-dependent STAT3 genomic targets was partly explained by widespread Gc potentiation of LIF action. We further show requirement on both signaling pathways to elicit a pleiotropic and stereotypic innate cellular defense response, together with cell-specific responses such as antagonism between cytokines and Gc on expression of pituitary POMC. Thus, this stereotypic innate cell defense response is defined by the convergence of pathways activated by the stress and inflammatory systems.","the hypothalamo-pituitary-adrenal axis (HPA) activates a general stress response by increasing glucocorticoid (Gc) synthesis , biological stress resulting from infections triggers the inflammatory response through production of cytokines . however , the pituitarian gland integrates some of these signals by responding to the pro-inflammatory cytokines IL6 and LIF and to a negative Gc feedback loop . the present work used whole-genome approaches to define the LIF/STAT3 regulatory network and to delineate cross-talk between this pathway and Gc action ."
"Identifying the drivers and processes that determine globally the geographic range size of species is crucial to understanding the geographic distribution of biodiversity and further predicting the response of species to current global changes. However, these drivers and processes are still poorly understood, and no ecological explanation has emerged yet as preponderant in explaining the extent of species' geographical range. Here, we identify the main drivers of the geographic range size variation in freshwater fishes at global and biogeographic scales and determine how these drivers affect range size both directly and indirectly. We tested the main hypotheses already proposed to explain range size variation, using geographic ranges of 8, 147 strictly freshwater fish species (i. e. , 63% of all known species) . We found that, contrary to terrestrial organisms, for which climate and topography seem preponderant in determining species' range size, the geographic range sizes of freshwater fishes are mostly explained by the species' position within the river network, and by the historical connection among river basins during Quaternary low-sea-level periods. Large-ranged fish species inhabit preferentially lowland areas of river basins, where hydrological connectivity is the highest, and also are found in river basins that were historically connected. The disproportionately high explanatory power of these two drivers suggests that connectivity is the key component of riverine fish geographic range sizes, independent of any other potential driver, and indicates that the accelerated rates in river fragmentation might strongly affect fish species distribution and freshwater biodiversity.","Significance Species' geographic range size is a fundamental aspect of understanding and predicting changes in biodiversity patterns. Investigating the global drivers of geographic range size variation in freshwater fishes, we found clear evidence that current and historical connectivity are, by far, the main determinants of range size. More specifically, we found that, everything else being equal, species displaying basal position in the drainage network ( i. e. , lowland areas) and found in drainage basins that have had connections during Quaternary low-sea-level periods have larger range sizes than their counterparts. Our findings suggest that connectivity is the key component of riverine fish geographic range sizes. This may have important implications for evaluating the vulnerability of freshwater species to river fragmentation.","identifying the drivers and processes that determine global the geographic range size of species is crucial to understanding the geographic distribution of biodiversity and further predicting the response of species to current global changes is still poorly understood . however , these drivers and process are still poor understood , and no ecological explanation has emerged yet as preponderant in explaining the extent of species' geographical range . here we identify the main drivers of the geographical range size variation in freshwater fishes at global and biogeographic scales and determine how these drivers affect range size both directly and indirectly . we tested the main hypotheses already proposed to explain range size variations using geographic ranges of 8, 147 strictly freshwater species (i. e"
